Iteration,Energy consumption
1,1.2470044305555557
2,1.2470044305555557
3,1.1825794027777778
4,1.0597945277777778
5,0.9245487916666668
6,0.9245487916666668
7,0.9245487916666668
8,0.9245487916666668
9,0.9245487916666668
10,0.8401971111111113
11,0.8401971111111113
12,0.8401971111111113
13,0.8401971111111113
14,0.8401971111111113
15,0.8401971111111113
16,0.8401971111111113
17,0.8401971111111113
18,0.8401971111111113
19,0.8401971111111113
20,0.8401971111111113
21,0.8401971111111113
22,0.8401971111111113
23,0.8401971111111113
24,0.8401971111111113
25,0.8401971111111113
26,0.8401971111111113
27,0.8401971111111113
28,0.8401971111111113
29,0.8401971111111113
30,0.8401971111111113
31,0.8401971111111113
32,0.8401971111111113
33,0.8401971111111113
34,0.8401971111111113
35,0.8401971111111113
36,0.8401971111111113
37,0.8340833472222223
38,0.8340833472222223
39,0.7471132638888889
40,0.7196974305555556
41,0.7196974305555556
42,0.7196974305555556
43,0.7196974305555556
44,0.7196974305555556
45,0.7196974305555556
46,0.7196974305555556
47,0.7196974305555556
48,0.7196974305555556
49,0.7196974305555556
50,0.7196974305555556
51,0.7196974305555556
52,0.7196974305555556
53,0.7196974305555556
54,0.7196974305555556
55,0.7196974305555556
56,0.7196974305555556
57,0.7196974305555556
58,0.7196974305555556
59,0.7196974305555556
60,0.7196974305555556
61,0.7196974305555556
62,0.7196974305555556
63,0.7196974305555556
64,0.7196974305555556
65,0.7196974305555556
66,0.7196974305555556
67,0.7196974305555556
68,0.7196974305555556
69,0.7196974305555556
70,0.7196974305555556
71,0.7196974305555556
72,0.7196974305555556
73,0.7196974305555556
74,0.647207875
75,0.647207875
76,0.647207875
77,0.647207875
78,0.647207875
79,0.647207875
80,0.647207875
81,0.647207875
82,0.647207875
83,0.647207875
84,0.647207875
85,0.647207875
86,0.647207875
87,0.647207875
88,0.640280861111111
89,0.640280861111111
90,0.640280861111111
91,0.640280861111111
92,0.640280861111111
93,0.640280861111111
94,0.640280861111111
95,0.640280861111111
96,0.640280861111111
97,0.640280861111111
98,0.640280861111111
99,0.640280861111111
100,0.640280861111111
101,0.640280861111111
102,0.640280861111111
103,0.640280861111111
104,0.640280861111111
105,0.640280861111111
106,0.640280861111111
107,0.640280861111111
108,0.640280861111111
109,0.640280861111111
110,0.640280861111111
111,0.640280861111111
112,0.640280861111111
113,0.640280861111111
114,0.640280861111111
115,0.640280861111111
116,0.6270369305555555
117,0.6270369305555555
118,0.6270369305555555
119,0.6270369305555555
120,0.6270369305555555
121,0.6270369305555555
122,0.6270369305555555
123,0.6270369305555555
124,0.6270369305555555
125,0.6270369305555555
126,0.6270369305555555
127,0.6270369305555555
128,0.6270369305555555
129,0.6270369305555555
130,0.6270369305555555
131,0.5941169583333333
132,0.5941169583333333
133,0.5941169583333333
134,0.5941169583333333
135,0.5941169583333333
136,0.5941169583333333
137,0.5941169583333333
138,0.5941169583333333
139,0.5941169583333333
140,0.5941169583333333
141,0.5941169583333333
142,0.5941169583333333
143,0.5941169583333333
144,0.5941169583333333
145,0.5941169583333333
146,0.5941169583333333
147,0.5941169583333333
148,0.5941169583333333
149,0.5941169583333333
150,0.5941169583333333
151,0.5941169583333333
152,0.5941169583333333
153,0.5941169583333333
154,0.5941169583333333
155,0.5941169583333333
156,0.5941169583333333
157,0.5941169583333333
158,0.5941169583333333
159,0.5941169583333333
160,0.5941169583333333
161,0.5941169583333333
162,0.5941169583333333
163,0.5941169583333333
164,0.5941169583333333
165,0.5941169583333333
166,0.5941169583333333
167,0.5941169583333333
168,0.5941169583333333
169,0.5941169583333333
170,0.5941169583333333
171,0.5941169583333333
172,0.5941169583333333
173,0.5941169583333333
174,0.5941169583333333
175,0.5941169583333333
176,0.5941169583333333
177,0.5941169583333333
178,0.5941169583333333
179,0.5941169583333333
180,0.5941169583333333
181,0.5941169583333333
182,0.5941169583333333
183,0.5941169583333333
184,0.5941169583333333
185,0.5941169583333333
186,0.5941169583333333
187,0.5941169583333333
188,0.5941169583333333
189,0.5941169583333333
190,0.5941169583333333
191,0.5941169583333333
192,0.5941169583333333
193,0.5941169583333333
194,0.5941169583333333
195,0.5941169583333333
196,0.5941169583333333
197,0.5941169583333333
198,0.5941169583333333
199,0.5941169583333333
200,0.5941169583333333
201,0.5941169583333333
202,0.5941169583333333
203,0.5941169583333333
204,0.5941169583333333
205,0.5941169583333333
206,0.5941169583333333
207,0.5941169583333333
208,0.5941169583333333
209,0.5941169583333333
210,0.5941169583333333
211,0.5941169583333333
212,0.5941169583333333
213,0.5941169583333333
214,0.5941169583333333
215,0.5941169583333333
216,0.5941169583333333
217,0.5941169583333333
218,0.5941169583333333
219,0.5941169583333333
220,0.5941169583333333
221,0.5941169583333333
