Iteration,Energy consumption
428,0.31433229166666676
416,0.5864870833333332
130,0.5941169583333333
115,0.6270369305555555
87,0.640280861111111
73,0.647207875
39,0.7196974305555556
38,0.7471132638888889
36,0.8340833472222223
9,0.8401971111111113
4,0.9245487916666668
3,1.0597945277777778
2,1.1825794027777778
0,1.2470044305555557
